en,ml
entrench,കിടങ്ങു നിര്‍മ്മിച്ച് സുരക്ഷിതമാക്കുക
entrench,കൂടുതല്‍ സുരക്ഷിതമാക്കുക
entrenchment,ശത്രുവിന്റെ ആക്രമണത്തില്‍നിന്നു രക്ഷനേടാനുള്ള കിടങ്ങ്
entrenchment,മതില്‍
entrenchment,കടന്നുകയറ്റം
entrust,വിശ്വസിച്ച് ഏല്പിക്കുക
entrust,വിശ്വാസത്തിലെടുത്ത് രഹസ്യം പറഞ്ഞുകൊടുക്കുക
entrust,ചുമതലപ്പെടുത്തുക
entrust,ഭാരമേല്പിക്കുക
entry,പ്രവേശനം
entry,അകത്തുകടക്കല്‍
entry,രംഗപ്രവേശനം
entry,പ്രവേശനകവാടം
enumerate,എണ്ണിയെണ്ണിപ്പറയുക
enumerate,എണ്ണുക
enunciate,വ്യക്തമായി ഉച്ചരിക്കുക
enunciate,വ്യക്തമായ ഭാഷയില്‍ അവതരിപ്പിക്കുക
enunciate,പ്രഖ്യാപിക്കുക
enunciation,അറിയിപ്പ്
enunciation,പ്രതിപാദനം
enunciation,പ്രഖ്യാപനം
enunciation,നിര്‍വ്വചനം
envelop,ആച്ഛാദനം ചെയ്യുക
envelop,പൊതിയുക
envelop,മൂടുക
envelope,പൊതി
envelope,ആവരണം
envelope,കവര്‍
envelope,ഉറ
environment,പരിസരം
environment,ജീവിതചുറ്റുപാടുകള്‍
environment,പരിതഃസ്ഥിതി
envoy,ദൂതന്‍
envoy,നയതന്ത്രപ്രതിനിധി
envoy,സന്ദേശഹരന്‍
envy,അസൂയ
envy,കുശുമ്പ്
envy,മത്സരകാരണം
enviable,അസൂയാവഹമായ
enviable,അസൂയപ്പെടത്തക്ക
enviable,അസഹനീയമായ
envious,അസൂയയുള്ള
envious,അസൂയപ്പെടുന്ന
ephemeral,നശ്വരമായ
ephemeral,അല്പായുസ്സുള്ള
ephemeral,ഒന്നോ രണ്ടോ ദിവസം മാത്രം ആയുസ്സുള്ള
ephemeral,ക്ഷണികമായ
epic,ഇതിഹാസം
epic,അഭ്രകാവ്യം
epicarp,കായുടെ പുറന്തോട്
epicarp,പഴങ്ങളുടെ പുറന്തൊലി
epicure,ഭക്ഷണാസ്വാദകന്‍
epicure,രുചിവിദഗ്ദ്ധന്‍
epicure,വിഷയാസക്തന്‍
epidemic,പകര്‍ച്ചവ്യാധി
epidemic,മഹാമാരി
epidemic,സമൂഹത്തില്‍ പടര്‍ന്നുപിടിക്കുന്ന മാരണം
epilepsy,ചുഴലി
epilepsy,അപസ്മാരം
episcopal,ബിഷപ്പിനെ സംബന്ധിച്ച
episcopal,ബിഷപ്പുമാരുടെ ഭരണത്തിലുള്ള
episcopalian,ബിഷപ്പുമാരാല്‍ ഭരിക്കപ്പെടുന്ന സഭയെ സംബന്ധിച്ച
episcopalian,ബിഷപ്പുഭരണത്തിന്‍ കീഴിലുള്ള
episode,സംഭവം
episode,ഉപകഥ
episode,പരമ്പരയിലെ ഓരോ പതിപ്പുകള്‍
episode,ലക്കങ്ങള്‍
epistle,നീട്ട്
epistle,നിയമത്തിലെ അപ്പോസ്തലന്റെ കത്ത്
epistle,കത്തുരൂപത്തിലെഴുതിയ പദ്യം
epitaph,സമാധിശാസനം
epitaph,മൃത്യുലേഖ
epitaph,ശവകുടീരത്തിലെ സ്മാരകലേഖം
epoch,കാലഘട്ടം
epoch,നിര്‍ണ്ണീതകാലം
epoch,യുഗം
equable,ഏറ്റക്കുറച്ചിലില്ലാത്ത
equable,സമചിത്തമായ
equal,തുല്യമായ
equal,ഏറ്റക്കുറച്ചിലില്ലാത്ത
equal,സമമായ
equal,ഒപ്പമായ
equality,തുല്യത
equality,സമാനത്വം
equally,ഒരുപോലെ
equally,ഏറ്റക്കുറച്ചിലില്ലാതെ
equally,തുല്യമായി
equally,ന്യായമായി
equanimity,നിര്‍വികാരത
equanimity,ഉറപ്പ്
equanimity,മനസ്സാന്നിദ്ധ്യം
equanimity,സമചിത്തത
equate,സമമാക്കുക
equate,സമീകരിക്കുക
equate,തുല്യമാക്കുക
equation,സമവാക്യം
equator,ഭൂമദ്ധ്യരേഖ
equator,ഭൂപരിധി
equatorial,ഭൂമദ്ധ്യരേഖാപരമായ
equatorial,ഭൂമദ്ധ്യരേഖയെ സംബന്ധിച്ച
equidistant,തുല്യദൂരമുള്ള
equidistant,സമദൂരമായ
equidistant,ഏകദൂരമായ
equilibrium,സമതുലതാവസ്ഥ
equilibrium,തുല്യഭാവം
equilibrium,സമതുലിതാവസ്ഥ
equinox,വിഷു
equinox,സൂര്യന്‍ ഒരയനത്തില്‍നിന്നും മറ്റേതിലേക്കു കടക്കുന്ന സമയം
equip,സജ്ജീകരിക്കുക
equip,സന്നദ്ധമാക്കുക
equipment,ഉപകരണം
equipment,സജ്ജീകരണം
equipment,കോപ്പുകൂട്ടല്‍
equity,ധര്‍മ്മം
equity,നീതി
equity,ന്യായനിര്‍ണ്ണയം
equity,ഓഹരി
equitable,ന്യായവര്‍ത്തിയായ
equitable,ഉചിതമായ
equivalent,തുല്യബലമുള്ള
equivalent,സമമൂല്യമായ
era,ചരിത്രത്തിലെ ഏതെങ്കിലും പ്രധാനപ്പെട്ട ഒരു സംഭവം നടന്ന സമയത്തെ ആസ്പദമാക്കുന്ന കാലഗണന
era,കാലഗണനാരംഭം
era,യുഗം
eradicate,മൂലച്ഛേദം ചെയ്യുക
eradicate,ഉന്മൂലനം ചെയ്യുക
eradicate,പിഴുതുകളയുക
eradicate,വേരോടെ പിഴുക
erase,മായ്ച്ചുകളയുക
erase,തുടച്ചുമാറ്റുക
erect,നേരേ നില്ക്കുന്ന
erect,ധീരതയുള്ള
erect,എഴുന്നുനില്ക്കുന്ന
erection,നിവര്‍ത്തല്‍
erection,ഉത്ഥാപനം
erection,നാട്ടല്‍
erection,കെട്ടിടം പണിയല്‍
erode,കുറശ്ശേ തേഞ്ഞുമാഞ്ഞുപോവുക
erode,കാര്‍ന്നുതിന്നുക
erode,കരളുക
erode,കുറശ്ശെ തിന്നു നശിപ്പിക്കുക
err,പാളിപ്പോവുക
err,വഴിപിഴയ്ക്കുക
err,നീതി തെറ്റുക
errand,ചെയ്തി
errand,ദൗത്യയാത്ര
erratic,അസ്ഥിരഗുണമുള്ള
erratic,വക്രഗതിയുള്ള
erratic,അലഞ്ഞുതിരിയുന്ന
erratum,എഴുത്തുപിഴ
erratum,അബദ്ധം
erratum,ശുദ്ധിപത്രം
error,തെറ്റ്
error,മതിഭ്രമം
error,തെറ്റിന്റെ അളവ്
erupt,പൊട്ടിപ്പുറപ്പെടുക
erupt,പ്രവഹിപ്പിക്കുക
erupt,മോണയില്‍കൂടി പല്ല് മുളച്ചുവരുക
erupt,ഉദ്വമിക്കുക
eruption,നിര്‍ഗ്ഗമം
eruption,പുറത്തേക്കു തള്ളിവരല്‍
eruption,പൊട്ടല്‍
escape,രക്ഷപ്പെടുക
escape,വഴുതിപ്പോവുക
escape,ശ്രദ്ധയില്‍പ്പെടാതെ പോവുക
escort,അകമ്പടി
escort,ഉന്നത പദവിയുള്ളവരോടൊപ്പം സഞ്ചരിക്കുന്നയാള്‍
escort,രക്ഷാപുരുഷന്‍
especial,പ്രമുഖമായ
especial,പ്രത്യേകമായ
especial,വിശിഷ്ടമായ
especial,സവിശേഷമായ
especially,വിശേഷമായി
especially,പ്രധാനമായി
especially,മുഖ്യമായി
esquire,ബഹുമാനവാചി
esquire,അനുചാരി
esquire,ബഹുമാനസൂചകമായി ചേര്‍ക്കുന്ന പദം
essay,ലേഖനം
essay,ലഘുപ്രബന്ധം
essay,ഉപന്യാസം
essay,പരീക്ഷണം
essayist,ഉപന്യാസകര്‍ത്താവ്
essayist,പ്രബന്ധകാരന്‍
essayist,ലേഖനരചയിതാവ്
essence,സാരം
essence,ഉള്ളടക്കം
essence,ദ്രാവകസത്ത്
essence,കാതല്‍
essential,അത്യന്താപേക്ഷിതമായ
essential,അടിസ്ഥാനപരമായ
essential,സാരവത്തായ
essentially,അടിസ്ഥാനപരമായി
essentially,അത്യന്താപേക്ഷിതമായി
essentially,പ്രധാനമായി
establish,പ്രതിഷ്ഠനേടുക
establish,പ്രമാണീകരിക്കുക
establish,തീര്‍ച്ചപ്പെടുത്തുക
establishment,തൊഴില്‍ശാല
establishment,സ്ഥാപനം
establishment,ഒരുകാര്യത്തിനുവേണ്ടി നിലനില്‍ക്കുന്ന സംഘടന
estate,ആകപ്പാടെയുള്ള സ്വത്തുവകകള്‍
estate,തോട്ടം
estate,വസ്തു
estate,ഭൂസ്വത്ത്
esteem,ബഹുമാനിക്കുക
esteem,മതിക്കുക
esteem,ആദരിക്കുക
estimate,മൂല്യനിര്‍ണ്ണയം
estimate,അടങ്കല്‍ മതിപ്പ്
estimate,പൂജ്യഭാവം
estimation,മൂല്യനിര്‍ണ്ണയം
estimation,മതിപ്പ്
estimation,ബഹുമാനം
estimation,അഭിപ്രായം
estrange,അപ്രീതി ജനിപ്പിക്കുക
estrange,സ്നേഹമില്ലാതാക്കുക
estrange,ഭിന്നിപ്പിക്കുക
estrange,വേര്‍പെടുത്തുക
estuary,അഴിമുഖം
estuary,ആറ്റുവായ്
estuary,സമുദ്രവും നദിയും ചേരുന്ന ഇടം
eternal,നിതാന്തമായ
eternal,തുടര്‍ച്ചയായ
eternal,ശാശ്വതമായ
ether,ബോധം കെടുത്താനുപയോഗിക്കുന്ന ഒരു ദ്രവജൈവസംയുക്തം
ether,ഈതര്‍
ether,മേഘങ്ങള്‍ക്കപ്പുറത്തുള്ള സൂക്ഷ്മാകാശം
ethics,സന്മാര്‍ഗ്ഗശാസ്ത്രം
ethics,ധര്‍മ്മശാസ്ത്രം
ethics,നീതിശാസ്ത്രം
ethical,നീതിശാസ്ത്രപരമായ
ethical,ധര്‍മ്മം പാലിക്കുന്ന സാന്മാര്‍ഗികമായ
ethnography,നരകുലശാസ്ത്രം
ethnography,മാനവംശശാസ്ത്രം
ethnography,ജാതിവര്‍ണ്ണനം
ethnology,മനുഷ്യവര്‍ഗ്ഗങ്ങളുടെ താരതമ്യപഠനം
ethnology,ഗോത്രവര്‍ഗ്ഗപഠനം
ethnologist,നരവംശശാസ്ത്രജ്ഞന്‍
